value
0.00670736
0.005953446
0.005393837
0.005322381
0.005127514
0.004763405
0.005071827
0.005848762
0.006931232
0.007601792
0.007639808
0.0078144
0.008394496
0.00793056
0.00762432
0.007120256
0.007025005
0.0075856
0.009173824
0.010210816
0.010196032
0.009632128
0.009283648
0.008528256
