value
0.077218272
0.115963164
0.077842676
0.126906779
0.212131142
0.270543188
0.238830132
0.1557345
0.172186884
0.151792044
0.149846016
0.202508546
0.25921304
0.267680321
0.181931063
0.121774106
0.085599938
0.087616608
0.107986944
0.156730667
0.345519596
0.245500985
0.147916692
0.095281799
0.071748221
0.072940688
0.142228224
0.154742564
0.189759012
0.220796928
0.236196
0.214583501
0.214583501
0.180830676
0.128649182
0.101128715
0.093148704
0.067677024
0.056393063
0.042141696
0.030185472
0.021523361
0.015972
0.012
0.0295245
0.023719877
0.017778528
0.012922688
0.012922688
0.014700516
0
0
0
0
0
0
0
0.013693994
0.018013484
0.030856236
0.048692639
0.094567188
0.037730636
0.055389056
0.082308
0.079101563
0.051492188
0.042141696
0
0
0
0.016859136
0.021258732
0.045556992
0.104901792
0.146004
0.180830676
0.202508546
0.225853152
0.225853152
0.213354972
0.162797
0.104901792
0.054397037
0.025760268
0.024004512
0.144107868
0.252294912
0.350617344
0.461320313
0.557542439
0.627763488
0.765123599
0.768
0.788336915
0.860784287
0.794212694
0.625249085
0.605375129
0.447116448
0.431244
0.539138147
0.722835456
0.957416072
0.445111445
0.435176292
0.347213316
0.208487748
0.142228224
0.113530451
0.126041508
0.111132
0.111927692
0.105667496
0.095281799
0.091047686
0.115963164
0.111132
0.106436916
0.090354432
0.081015228
0.052448675
0.039695388
0.030185472
0.025760268
0.023719877
0.01996808
0.013112724
0.017314764
0.033638652
0.054397037
0.06824894
0.062132604
0.058437329
0.067108313
0.067677024
0.065980466
0.054397037
0.045120347
0.0295245
0.051968964
0.052448675
0.063216288
0.08037395
0.079736064
0.054891552
0
0
0
0
0
0
0
0
0
0
0
0.046883813
0.012548141
0
0.0138915
0.032227428
0.096
0.169017881
0.026364
0.082308
0.228409956
0.4119375
