value
0.15244
0.1353056
0.1225872
0.1209632
0.1165344
0.1082592
0.1152688
0.1329264
0.157528
0.172768
0.173632
0.1776
0.190784
0.18024
0.17328
0.161824
0.1596592
0.1724
0.208496
0.232064
0.231728
0.218912
0.210992
0.193824
