value
0.0
0.0
0.0
0.0
0.05465871
0.5700379
1.567480889
2.734320713
3.762448888
4.341515462
4.755395478
5.408289185
5.910080615
5.56873273
5.123307701
4.70857378
3.935053819
3.003191739
2.214087714
1.035786564
0.257886759
0.000408687
0.0
0.0
