value
0.037214415
0.03303148
0.0299266
0.029530141
0.02844896
0.026428777
0.028139996
0.032450657
0.038456523
0.042176988
0.042387912
0.0433566
0.046575144
0.04400109
0.04230198
0.039505284
0.038976802
0.04208715
0.050899086
0.056652624
0.056570598
0.053441892
0.051508422
0.047317284
