value
0.045043992
0.067645179
0.045408227
0.074028954
0.123743166
0.157816859
0.139317577
0.090845125
0.100442349
0.088545359
0.087410176
0.118129985
0.151207606
0.156146854
0.106126453
0.071034895
0.049933297
0.051109688
0.062992384
0.091426222
0.201553097
0.143208908
0.086284737
0.055581049
0.041853129
0.042548734
0.082966464
0.090266495
0.110692757
0.128798208
0.137781
0.125173709
0.125173709
0.105484561
0.075045356
0.05899175
0.054336744
0.039478264
0.032895953
0.024582656
0.017608192
0.012555294
0.009317
0.007
0.017222625
0.013836595
0.010370808
0.007538234
0.007538234
0.008575301
0
0
0
0
0
0
0
0.007988163
0.010507865
0.017999471
0.028404039
0.055164193
0.022009537
0.032310282
0.048013
0.046142578
0.030037109
0.024582656
0
0
0
0.009834496
0.012400927
0.026574912
0.061192712
0.085169
0.105484561
0.118129985
0.131747672
0.131747672
0.124457067
0.094964916
0.061192712
0.031731605
0.015026823
0.014002632
0.084062923
0.147172032
0.204526784
0.269103516
0.325233089
0.366195368
0.446322099
0.448
0.4598632
0.502124167
0.463290738
0.364728633
0.353135492
0.260817928
0.251559
0.314497252
0.421654016
0.558492708
0.259648343
0.253852837
0.202541101
0.121617853
0.082966464
0.066226096
0.073524213
0.064827
0.065291153
0.061639372
0.055581049
0.05311115
0.067645179
0.064827
0.062088201
0.052706752
0.047258883
0.03059506
0.023155643
0.017608192
0.015026823
0.013836595
0.011648046
0.007649089
0.010100279
0.019622547
0.031731605
0.039811881
0.036244019
0.034088442
0.039146516
0.039478264
0.038488605
0.031731605
0.026320202
0.017222625
0.030315229
0.03059506
0.036876168
0.046884804
0.046512704
0.032020072
0
0
0
0
0
0
0
0
0
0
0
0.027348891
0.007319749
0
0.008103375
0.018799333
0.056
0.098593764
0.015379
0.048013
0.133239141
0.240296875
