value
0.004315958
0.00383084
0.00347075
0.003424771
0.00329938
0.003065089
0.003263548
0.003763479
0.004460012
0.004891494
0.004915956
0.0050283
0.005401572
0.005103045
0.00490599
0.004581642
0.004520351
0.004881075
0.005903043
0.006570312
0.006560799
0.006197946
0.005973711
0.005487642
